dbid	graphid	dburl	wiki_url	img_url	name	youtubeId
41	6078	http://dbpedia.org/resource/Richard_III_(1995_film)	https://en.wikipedia.org/wiki/Richard_III_(1995_film)	https://upload.wikimedia.org/wikipedia/en/6/68/Richard_III_1995.png	Richard III (1995)	OXc0-EME0C8
42	6079	http://dbpedia.org/resource/Dead_Presidents	https://en.wikipedia.org/wiki/Dead_Presidents	https://upload.wikimedia.org/wikipedia/en/5/5e/Dead_presidents.jpg	Dead Presidents (1995)	eETnzbLwTs8
43	6080	http://dbpedia.org/resource/Restoration_(1995_film)	https://en.wikipedia.org/wiki/Restoration_(1995_film)	https://upload.wikimedia.org/wikipedia/en/9/94/Restauration1995.jpg	Restoration (1995)	CvsAuHYBgEQ
44	6081	http://dbpedia.org/resource/Mortal_Kombat_(film)	https://en.wikipedia.org/wiki/Mortal_Kombat_(1995_film)	https://upload.wikimedia.org/wikipedia/en/f/fb/Mortal_Kombat_poster.jpg	Mortal Kombat (1995)	JHIfHL5UgFs
45	6082	http://dbpedia.org/resource/To_Die_For_(1994_film)	https://en.wikipedia.org/wiki/To_Die_For_(1994_film)	https://upload.wikimedia.org/wikipedia/en/7/78/To_Die_For_%281994_film%29.png	To Die For (1995)	Y1uPXA1ceNo
46	6083	http://dbpedia.org/resource/How_to_Make_an_American_Quilt	https://en.wikipedia.org/wiki/How_to_Make_an_American_Quilt	https://upload.wikimedia.org/wikipedia/en/c/c7/How_to_make_an_american_quilt.jpeg	How to Make an American Quilt (1995)	K5_2VgJUSBA
47	6084	http://dbpedia.org/resource/Seven_(1995_film)	https://en.wikipedia.org/wiki/Seven_(1995_film)	https://upload.wikimedia.org/wikipedia/en/6/68/Seven_%28movie%29_poster.jpg	Seven (Se7en) (1995)	SpKbZ_3zlb0
48	6085	http://dbpedia.org/resource/Pocahontas_(1995_film)	https://en.wikipedia.org/wiki/Pocahontas_(1995_film)	https://upload.wikimedia.org/wikipedia/en/5/57/Pocahontasposter.jpg	Pocahontas (1995)	DSf_pVG8QZM
49	6086	http://dbpedia.org/resource/When_Night_Is_Falling	https://en.wikipedia.org/wiki/When_Night_Is_Falling	https://upload.wikimedia.org/wikipedia/en/5/5b/When_Night_Is_Falling_poster.jpg	When Night Is Falling (1995)	J5mszOh_Qis
50	6087	http://dbpedia.org/resource/The_Usual_Suspects	https://en.wikipedia.org/wiki/The_Usual_Suspects	https://upload.wikimedia.org/wikipedia/en/9/9c/Usual_suspects_ver1.jpg	Usual Suspects, The (1995)	oiXdPolca5w
52	6088	http://dbpedia.org/resource/Mighty_Aphrodite	https://en.wikipedia.org/wiki/Mighty_Aphrodite	https://upload.wikimedia.org/wikipedia/en/8/80/Mighty_aphrodite_ver2.jpg	Mighty Aphrodite (1995)	-qz_zB2Pc2g
53	6089	http://dbpedia.org/resource/Lamerica	https://en.wikipedia.org/wiki/Lamerica	https://upload.wikimedia.org/wikipedia/en/d/dd/Lamerica_poster.jpg	Lamerica (1994)	3Fd6ZlgOFqs
54	6090	http://dbpedia.org/resource/The_Big_Green	https://en.wikipedia.org/wiki/The_Big_Green	https://upload.wikimedia.org/wikipedia/en/b/bc/Big_green.jpg	Big Green, The (1995)	K4MltltKq4k
55	6091	http://dbpedia.org/resource/Georgia_(1995_film)	https://en.wikipedia.org/wiki/Georgia_(1995_film)	https://upload.wikimedia.org/wikipedia/en/2/21/Georgia_film.jpg	Georgia (1995)	jG9pUsmjAO8
57	6092	http://dbpedia.org/resource/Home_for_the_Holidays_(film)	https://en.wikipedia.org/wiki/Home_for_the_Holidays_(1995_film)	https://upload.wikimedia.org/wikipedia/en/c/ce/Home_for_the_Holidays_film.jpg	Home for the Holidays (1995)	ThH8WocPRM0
60	6093	http://dbpedia.org/resource/The_Indian_in_the_Cupboard_(film)	https://en.wikipedia.org/wiki/The_Indian_in_the_Cupboard_(film)	https://upload.wikimedia.org/wikipedia/en/9/91/Indian_in_the_cupboardposter.jpg	Indian in the Cupboard, The (1995)	yoIBXVm_B9Y
61	6094	http://dbpedia.org/resource/Eye_for_an_Eye_(1996_film)	https://en.wikipedia.org/wiki/Eye_for_an_Eye_(1996_film)	https://upload.wikimedia.org/wikipedia/en/5/5b/Eye_for_an_Eye_%281996_film%29_poster.jpg	Eye for an Eye (1996)	jY56N6irNCk
62	6095	http://dbpedia.org/resource/Mr._Holland's_Opus	https://en.wikipedia.org/wiki/Mr._Holland's_Opus	https://upload.wikimedia.org/wikipedia/en/9/99/Mr_Hollands_Opus.jpg	Mr. Holland's Opus (1995)	JYoWGIrXiz0
63	6096	http://dbpedia.org/resource/Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood	https://en.wikipedia.org/wiki/Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood	https://upload.wikimedia.org/wikipedia/en/f/fd/Dontbeamenace.jpg	Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)	JAAhQwcJ20U
64	6097	http://dbpedia.org/resource/Two_If_by_Sea	https://en.wikipedia.org/wiki/Two_If_by_Sea	https://upload.wikimedia.org/wikipedia/en/f/f1/Two_if_by_sea_poster.jpg	Two if by Sea (1996)	Psql1jhaIiA
65	6098	http://dbpedia.org/resource/Bio-Dome	https://en.wikipedia.org/wiki/Bio-Dome	https://upload.wikimedia.org/wikipedia/en/a/a1/BioDomeposter.jpg	Bio-Dome (1996)	9J6qOSUJXy0
66	6099	http://dbpedia.org/resource/Lawnmower_Man_2:_Beyond_Cyberspace	https://en.wikipedia.org/wiki/Lawnmower_Man_2:_Beyond_Cyberspace	https://upload.wikimedia.org/wikipedia/en/e/ef/Lawnmower_Man_2.jpg	Lawnmower Man 2: Beyond Cyberspace (1996)	MubmJ2jwvOM
67	6100	http://dbpedia.org/resource/Two_Bits	https://en.wikipedia.org/wiki/Two_Bits	https://upload.wikimedia.org/wikipedia/en/2/21/Two_bits_poster.jpg	Two Bits (1995)	z7oSfRVevzU
68	6101	http://dbpedia.org/resource/French_Twist_(film)	https://en.wikipedia.org/wiki/French_Twist_(film)	https://upload.wikimedia.org/wikipedia/en/2/21/Gazon_Maudit_1995_poster.jpg	French Twist (Gazon maudit) (1995)	Qd_88LUuHGU
69	6102	http://dbpedia.org/resource/Friday_(1995_film)	https://en.wikipedia.org/wiki/Friday_(1995_film)	https://upload.wikimedia.org/wikipedia/en/2/27/Fridayposter1995.jpg	Friday (1995)	dxduMVVnrvU
70	6103	http://dbpedia.org/resource/From_Dusk_till_Dawn	https://en.wikipedia.org/wiki/From_Dusk_till_Dawn	https://upload.wikimedia.org/wikipedia/en/f/f0/From_dusk_till_dawn_poster.jpg	From Dusk Till Dawn (1996)	9gQuxMD5jzU
71	6104	http://dbpedia.org/resource/Fair_Game_(1995_film)	https://en.wikipedia.org/wiki/Fair_Game_(1995_film)	https://upload.wikimedia.org/wikipedia/en/c/c9/Fair_game.jpg	Fair Game (1995)	YC3npzqwXcs
72	6105	http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film)	https://en.wikipedia.org/wiki/Kicking_and_Screaming_(1995_film)	https://upload.wikimedia.org/wikipedia/en/b/b6/Kicking_and_screaming_DVD_349.jpg	Kicking and Screaming (1995)	c_Q1WwePBNI
74	6106	http://dbpedia.org/resource/Bed_of_Roses_(1996_film)	https://en.wikipedia.org/wiki/Bed_of_Roses_(1996_film)	https://upload.wikimedia.org/wikipedia/en/9/91/Bed_of_roses.jpg	Bed of Roses (1996)	GJ6-ymSjShg
75	6107	http://dbpedia.org/resource/Big_Bully_(film)	https://en.wikipedia.org/wiki/Big_Bully_(film)	https://upload.wikimedia.org/wikipedia/en/f/f8/Big_Bully.jpg	Big Bully (1996)	rZU6xGcShw8
76	6108	http://dbpedia.org/resource/Screamers_(1995_film)	https://en.wikipedia.org/wiki/Screamers_(1995_film)	https://upload.wikimedia.org/wikipedia/en/e/eb/Screamersposter.jpg	Screamers (1995)	1AeAvE3FxQ8
78	6109	http://dbpedia.org/resource/The_Crossing_Guard	https://en.wikipedia.org/wiki/The_Crossing_Guard	https://upload.wikimedia.org/wikipedia/en/8/8f/Crossing_guard_ver1.jpg	Crossing Guard, The (1995)	kDdwRURSEzI
79	6110	http://dbpedia.org/resource/The_Juror	https://en.wikipedia.org/wiki/The_Juror	https://upload.wikimedia.org/wikipedia/en/7/7e/The_Juror.jpg	Juror, The (1996)	Awng-jZnkoY
81	6111	http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead	https://en.wikipedia.org/wiki/Things_to_Do_in_Denver_When_You're_Dead	https://upload.wikimedia.org/wikipedia/en/9/95/Denverdead.jpg	Things to Do in Denver when You're Dead (1995)	i1o_PO3ridY
82	6112	http://dbpedia.org/resource/Antonia's_Line	https://en.wikipedia.org/wiki/Antonia's_Line	https://upload.wikimedia.org/wikipedia/en/c/c6/Antoniasline.jpg	Antonia's Line (Antonia) (1995)	qiAyu1qKkfE
84	6113	http://dbpedia.org/resource/Last_Summer_in_the_Hamptons	https://en.wikipedia.org/wiki/Last_Summer_in_the_Hamptons	https://m.media-amazon.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1_.jpg	Last Summer in the Hamptons (1995)	FmYKCjilWAs
86	6114	http://dbpedia.org/resource/White_Squall_(film)	https://en.wikipedia.org/wiki/White_Squall_(film)	https://upload.wikimedia.org/wikipedia/en/1/17/Whitesquall.jpg	White Squall (1996)	69ZoLvE9SpQ
87	6115	http://dbpedia.org/resource/Dunston_Checks_In	https://en.wikipedia.org/wiki/Dunston_Checks_In	https://upload.wikimedia.org/wikipedia/en/b/bd/Dunston_Checks_In.jpg	Dunston Checks In (1996)	FjPueQfeQLs
88	6116	http://dbpedia.org/resource/Black_Sheep_(1996_film)	https://en.wikipedia.org/wiki/Black_Sheep_(1996_film)	https://upload.wikimedia.org/wikipedia/en/4/4a/BlackSheep_Poster.jpg	Black Sheep (1996)	BRgCb1QjOv4
89	6117	http://dbpedia.org/resource/Nick_of_Time_(film)	https://en.wikipedia.org/wiki/Nick_of_Time_(film)	https://upload.wikimedia.org/wikipedia/en/a/a4/Nick_of_time.jpg	Nick of Time (1995)	o6trRzB8fiA
90	6118	http://dbpedia.org/resource/The_Journey_of_August_King	https://en.wikipedia.org/wiki/The_Journey_of_August_King	https://m.media-amazon.com/images/M/MV5BMTM2ZmQzYmItY2M3Ny00MDQ1LWEzZTgtYWQ2MGE0MGQ3ODMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg	Journey of August King, The (1995)	PQJW7o37XJo
92	6119	http://dbpedia.org/resource/Mary_Reilly_(film)	https://en.wikipedia.org/wiki/Mary_Reilly_(film)	https://upload.wikimedia.org/wikipedia/en/4/4e/Mary_Reilly.jpg	Mary Reilly (1996)	qgHHBYzgL-s
93	6120	http://dbpedia.org/resource/Vampire_in_Brooklyn	https://en.wikipedia.org/wiki/Vampire_in_Brooklyn	https://upload.wikimedia.org/wikipedia/en/d/dc/Vampire_in_brooklyn.jpg	Vampire in Brooklyn (1995)	HBel3A1-f2c
94	6121	http://dbpedia.org/resource/Beautiful_Girls_(film)	https://en.wikipedia.org/wiki/Beautiful_Girls_(film)	https://upload.wikimedia.org/wikipedia/en/5/57/Beautiful_girlsmovieposter.jpg	Beautiful Girls (1996)	0AvkCamSj5o
95	6122	http://dbpedia.org/resource/Broken_Arrow_(1996_film)	https://en.wikipedia.org/wiki/Broken_Arrow_(1996_film)	https://upload.wikimedia.org/wikipedia/en/9/91/Broken-Arrow-poster.jpg	Broken Arrow (1996)	De29KipeZQw
96	6123	http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)	https://en.wikipedia.org/wiki/In_the_Bleak_Midwinter_(film)	https://upload.wikimedia.org/wikipedia/en/c/c4/A_Midwinter%27s_Tale.jpg	In the Bleak Midwinter (1995)	vBS92ui_h74
98	6124	http://dbpedia.org/resource/Shopping_(film)	https://en.wikipedia.org/wiki/Shopping_(1994_film)	https://upload.wikimedia.org/wikipedia/en/f/f9/Shopping_%281994%29_poster.jpg	Shopping (1994)	cR1Zvw5MmLs
99	6125	http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam	https://en.wikipedia.org/wiki/Heidi_Fleiss:_Hollywood_Madam	https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_.jpg	Heidi Fleiss: Hollywood Madam (1995)	oA7M9qSJKrE
100	6126	http://dbpedia.org/resource/City_Hall_(film)	https://en.wikipedia.org/wiki/City_Hall_(1996_film)	https://upload.wikimedia.org/wikipedia/en/6/60/City_hall_ver1.jpg	City Hall (1996)	OlCO01s1upA
101	6127	http://dbpedia.org/resource/Bottle_Rocket	https://en.wikipedia.org/wiki/Bottle_Rocket	https://upload.wikimedia.org/wikipedia/en/b/b2/Bottle_Rocket_%281996_film_poster%29.png	Bottle Rocket (1996)	hspUSez-rYY
102	6128	http://dbpedia.org/resource/Mr._Wrong	https://en.wikipedia.org/wiki/Mr._Wrong	https://upload.wikimedia.org/wikipedia/en/c/c2/Mr_wrong.jpg	Mr. Wrong (1996)	vUn8MuKaOxQ
103	6129	http://dbpedia.org/resource/Unforgettable	https://en.wikipedia.org/wiki/Unforgettable_(1996_film)	https://upload.wikimedia.org/wikipedia/en/6/63/Unforgettable_poster.jpg	Unforgettable (1996)	ppsp24yW7ac
104	6130	http://dbpedia.org/resource/Happy_Gilmore	https://en.wikipedia.org/wiki/Happy_Gilmore	https://upload.wikimedia.org/wikipedia/en/b/be/Happygilmoreposter.jpg	Happy Gilmore (1996)	y1emDAYCfVQ
105	6131	http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)	https://en.wikipedia.org/wiki/The_Bridges_of_Madison_County_(film)	https://upload.wikimedia.org/wikipedia/en/5/5a/The_Bridges_Of_Madison_County.jpg	Bridges of Madison County, The (1995)	Up-oN4NtvbM
107	6132	http://dbpedia.org/resource/Muppet_Treasure_Island	https://en.wikipedia.org/wiki/Muppet_Treasure_Island	https://upload.wikimedia.org/wikipedia/en/a/a3/Muppettreasure.png	Muppet Treasure Island (1996)	KLUdKoCganU
108	6133	http://dbpedia.org/resource/Catwalk_(film)	https://en.wikipedia.org/wiki/Catwalk_(film)	https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_FMjpg_UX276_.jpg	Catwalk (1995)	foBVdhrrOJ8
110	6134	http://dbpedia.org/resource/Braveheart_(1925_film)	https://en.wikipedia.org/wiki/Braveheart_(1925_film)	https://upload.wikimedia.org/wikipedia/commons/0/05/Braveheart_%281925%29_-_film_poster.jpg	Braveheart (1995)	1cnoM8EiGGU
111	6135	http://dbpedia.org/resource/Taxi_Driver_(1954_film)	https://en.wikipedia.org/wiki/Taxi_Driver_(1954_film)	https://upload.wikimedia.org/wikipedia/en/6/6e/Taxi_Driver_%281954%29.jpg	Taxi Driver (1976)	cujiHDeqnHY
113	6136	http://dbpedia.org/resource/Before_and_After_(film)	https://en.wikipedia.org/wiki/Before_and_After_(film)	https://upload.wikimedia.org/wikipedia/en/7/78/Before_and_after_poster.jpg	Before and After (1996)	KRrUiYxr5dc
114	6137	http://dbpedia.org/resource/Margaret's_Museum	https://en.wikipedia.org/wiki/Margaret's_Museum	https://upload.wikimedia.org/wikipedia/en/3/3d/Margaret%27s_Museum.jpg	Margaret's Museum (1995)	S82xxKIURF4
116	6138	http://dbpedia.org/resource/Anne_Frank_Remembered	https://en.wikipedia.org/wiki/Anne_Frank_Remembered	https://upload.wikimedia.org/wikipedia/en/c/c4/AnneFrankRememberedDVDCover.jpg	Anne Frank Remembered (1995)	HFMnh-n7U7w
117	6139	http://dbpedia.org/resource/The_Young_Poisoner's_Handbook	https://en.wikipedia.org/wiki/The_Young_Poisoner's_Handbook	https://upload.wikimedia.org/wikipedia/en/2/25/The_Young_Poisoner%27s_Handbook_FilmPoster.jpeg	Young Poisoner's Handbook, The (1995)	Xw6F07ChJzQ
118	6140	http://dbpedia.org/resource/If_Lucy_Fell	https://en.wikipedia.org/wiki/If_Lucy_Fell	https://upload.wikimedia.org/wikipedia/en/2/23/Iflucyfell.jpg	If Lucy Fell (1996)	TNTV9Txit-Q
119	6141	http://dbpedia.org/resource/Steal_Big_Steal_Little	https://en.wikipedia.org/wiki/Steal_Big_Steal_Little	https://upload.wikimedia.org/wikipedia/en/4/49/Poster_of_the_movie_Steal_Big_Steal_Little.jpg	Steal Big, Steal Little (1995)	9uBpp-qIIp8
120	6142	http://dbpedia.org/resource/Race_the_Sun	https://en.wikipedia.org/wiki/Race_the_Sun_(film)	https://upload.wikimedia.org/wikipedia/en/d/db/Race_the_Sun_film_poster.jpg	Race the Sun (1996)	w7idtZ4tsN8
121	6143	http://dbpedia.org/resource/The_Boys_of_St._Vincent	https://en.wikipedia.org/wiki/The_Boys_of_St._Vincent	https://upload.wikimedia.org/wikipedia/en/6/62/The_Boys_of_St._Vincent_1992.jpg	Boys of St. Vincent, The (1993)	VsRIJqOXH-U
122	6144	http://dbpedia.org/resource/Boomerang_(1992_film)	https://en.wikipedia.org/wiki/Boomerang_(1992_film)	https://upload.wikimedia.org/wikipedia/en/9/94/Boomerang-Posters.jpg	Boomerang (1992)	Sr60MOJ_fhc
125	6145	http://dbpedia.org/resource/Flirting_with_Disaster_(film)	https://en.wikipedia.org/wiki/Flirting_with_Disaster_(film)	https://upload.wikimedia.org/wikipedia/en/e/ec/Flirting_with_Disaster_Poster.jpg	Flirting With Disaster (1996)	b0nE4KWZ4Io
126	6146	http://dbpedia.org/resource/The_NeverEnding_Story_III	https://en.wikipedia.org/wiki/The_NeverEnding_Story_III	https://upload.wikimedia.org/wikipedia/en/c/c9/Tnes3.jpg	NeverEnding Story III, The (1994)	hgs5CgnBJFs
129	6147	http://dbpedia.org/resource/Pie_in_the_Sky_(1996_film)	https://en.wikipedia.org/wiki/Pie_in_the_Sky_(1996_film)	https://upload.wikimedia.org/wikipedia/en/0/05/Pieintheskyposter.jpg	Pie in the Sky (1995)	_d7KNUnJF4o
130	6148	http://dbpedia.org/resource/Angela_(1995_film)	https://en.wikipedia.org/wiki/Angela_(1995_film)	https://upload.wikimedia.org/wikipedia/en/9/98/Angela_poster.jpg	Angela (1995)	cooYPruKl78
